# t,q1,q2,p1,p2,H
1.425570928488081357e+01,-3.091109731955815065e-01,-4.746663171475730358e+00,-2.313205862785077116e+00,-5.523425886669584450e+00,2.943000000004044381e+01
1.425904317386230957e+01,-3.155994460241809407e-01,-4.766914034871092554e+00,-2.255099233490540644e+00,-5.594103268913302784e+00,2.943000000004058236e+01
1.426237706284380735e+01,-3.218668444523953842e-01,-4.787256029992535744e+00,-2.197588379777811074e+00,-5.663752077720726419e+00,2.943000000004318295e+01
1.426571095182530335e+01,-3.279093008401213205e-01,-4.807688513683854303e+00,-2.140736456936585874e+00,-5.732310119171462048e+00,2.943000000004779082e+01
1.426904484080680113e+01,-3.337230007828937972e-01,-4.828211024333727508e+00,-2.084606779351381611e+00,-5.799715048723124156e+00,2.943000000003571159e+01
1.427237872978829714e+01,-3.393041804708989417e-01,-4.848823290246512485e+00,-2.029262777161250142e+00,-5.865904415744971345e+00,2.943000000002121297e+01
1.427571261876979491e+01,-3.446491235376184514e-01,-4.869525238111398480e+00,-1.974767955574162626e+00,-5.930815705597341392e+00,2.943000000004071381e+01
1.427904650775129092e+01,-3.497541573839548223e-01,-4.890317001591081514e+00,-1.921185856940781811e+00,-5.994386379149963417e+00,2.943000000003984695e+01
1.428238039673278870e+01,-3.546156489688870317e-01,-4.911198930047860678e+00,-1.868580025616888074e+00,-6.056553909722823370e+00,2.943000000003963379e+01
1.428571428571428470e+01,-3.592300000459585640e-01,-4.932171597449743317e+00,-1.817013975614400145e+00,-6.117255817427381004e+00,2.943000000003877403e+01
1.428904817469578248e+01,-3.635936418364031919e-01,-4.953235811481841999e+00,-1.766551160958767852e+00,-6.176429701002263961e+00,2.943000000003256389e+01
1.429238206367727848e+01,-3.677030291235585113e-01,-4.974392622900624339e+00,-1.717254948638462730e+00,-6.234013267258234237e+00,2.943000000002343342e+01
1.429571595265877626e+01,-3.715546337530991616e-01,-4.995643335176914945e+00,-1.669188593906144158e+00,-6.289944358365858967e+00,2.943000000003999617e+01
1.429904984164027226e+01,-3.751449375235893502e-01,-5.016989514473240597e+00,-1.622415217660474918e+00,-6.344160977253093137e+00,2.943000000004003525e+01
1.430238373062177004e+01,-3.784704244537189233e-01,-5.038432999997004558e+00,-1.576997785520421580e+00,-6.396601311526885603e+00,2.943000000003652161e+01
1.430571761960326604e+01,-3.815275724059374873e-01,-5.059975914796233987e+00,-1.532999088094099349e+00,-6.447203756388349305e+00,2.943000000002613348e+01
1.430905150858476382e+01,-3.843128440512718624e-01,-5.081620677048509727e+00,-1.490481721827270345e+00,-6.495906937177707619e+00,2.943000000003110017e+01
1.431238539756625983e+01,-3.868226771544582276e-01,-5.103370011907221837e+00,-1.449508069712567737e+00,-6.542649732273498664e+00,2.943000000003881311e+01
1.431571928654775760e+01,-3.890534741617053260e-01,-5.125226963975491046e+00,-1.410140280898904308e+00,-6.587371297300742334e+00,2.943000000004285255e+01
1.431905317552925361e+01,-3.910015910700803121e-01,-5.147194910474915730e+00,-1.372440248154367826e+00,-6.630011091709349991e+00,2.943000000004193950e+01
1.432238706451075139e+01,-3.926633255552989810e-01,-5.169277575184059614e+00,-1.336469581875576740e+00,-6.670508909048071366e+00,2.943000000003659622e+01
1.432572095349224739e+01,-3.940349043405160789e-01,-5.191479043226983947e+00,-1.302289579066885139e+00,-6.708804912501050488e+00,2.943000000004218819e+01
1.432905484247374517e+01,-3.951124697820861953e-01,-5.213803776788503264e+00,-1.269961185475601440e+00,-6.744839677531369482e+00,2.943000000004363415e+01
1.433238873145524117e+01,-3.958920656563217344e-01,-5.236256631838093867e+00,-1.239544948656287504e+00,-6.778554243861144357e+00,2.943000000004307282e+01
1.433572262043673895e+01,-3.963696221278096288e-01,-5.258842875941496686e+00,-1.211100959394924015e+00,-6.809890179383946140e+00,2.943000000003835481e+01
1.433905650941823495e+01,-3.965409398899057414e-01,-5.281568207238056978e+00,-1.184688778378753637e+00,-6.838789659134805632e+00,2.943000000004349914e+01
1.434239039839973273e+01,-3.964016734703756373e-01,-5.304438774654890665e+00,-1.160367344460015548e+00,-6.865195562996852630e+00,2.943000000004359862e+01
1.434572428738122873e+01,-3.959473137096716777e-01,-5.327461199418702442e+00,-1.138194860122674568e+00,-6.889051596555030521e+00,2.943000000004204253e+01
1.434905817636272651e+01,-3.951731694287189400e-01,-5.350642597912286469e+00,-1.118228648979564976e+00,-6.910302440301418159e+00,2.943000000004099448e+01
1.435239206534422252e+01,-3.940743483275681580e-01,-5.373990605899219730e+00,-1.100524979092852407e+00,-6.928893933424951079e+00,2.943000000004406758e+01
1.435572595432572029e+01,-3.926457371807435259e-01,-5.397513404109291812e+00,-1.085138844738877228e+00,-6.944773299599181549e+00,2.943000000004327532e+01
1.435905984330721630e+01,-3.908819814336241816e-01,-5.421219745131456769e+00,-1.072123697797803699e+00,-6.957889423622802383e+00,2.943000000003598871e+01
1.436239373228871408e+01,-3.887774643529157137e-01,-5.445118981502299782e+00,-1.061531118245391703e+00,-6.968193189473920413e+00,2.943000000004419547e+01
1.436572762127021186e+01,-3.863262859495325552e-01,-5.469221094795147842e+00,-1.053410411186753715e+00,-6.975637892379719318e+00,2.943000000004372296e+01
1.436906151025170786e+01,-3.835222419832879925e-01,-5.493536725402034193e+00,-1.047808115388633610e+00,-6.980179739986342113e+00,2.943000000003782901e+01
1.437239539923320564e+01,-3.803588034671906981e-01,-5.518077202558363759e+00,-1.044767405423838724e+00,-6.981778460562531485e+00,2.943000000004334638e+01
1.437572928821470164e+01,-3.768290972445177966e-01,-5.542854573961936815e+00,-1.044327366070119556e+00,-6.980398039637767837e+00,2.943000000004404981e+01
1.437906317719619942e+01,-3.729258884072867986e-01,-5.567881634081111031e+00,-1.046522113565587331e+00,-6.976007610517256374e+00,2.943000000003929628e+01
1.438239706617769542e+01,-3.686415655760522658e-01,-5.593171949913781305e+00,-1.051379733664226768e+00,-6.968582528772111040e+00,2.943000000004333572e+01
1.438573095515919320e+01,-3.639681303932589818e-01,-5.618739882519166784e+00,-1.058921001029979880e+00,-6.958105666199926986e+00,2.943000000004447969e+01
1.438906484414068920e+01,-3.588971930068620697e-01,-5.644600602073788664e+00,-1.069157838432727381e+00,-6.944568965817422779e+00,2.943000000004076711e+01
1.439239873312218698e+01,-3.534199758607092234e-01,-5.670770093475046458e+00,-1.082091467596592471e+00,-6.927975306043169468e+00,2.943000000004412087e+01
1.439573262210368298e+01,-3.475273288011977435e-01,-5.697265148574767402e+00,-1.097710196572724062e+00,-6.908340729182505413e+00,2.943000000004518313e+01
1.439906651108518076e+01,-3.412097593815419661e-01,-5.724103339933511947e+00,-1.115986781693929508e+00,-6.885697096107929127e+00,2.943000000004080619e+01
1.440240040006667677e+01,-3.344574833292736082e-01,-5.751302969494749284e+00,-1.136875296412195979e+00,-6.860095234735291925e+00,2.943000000004565564e+01
1.440573428904817455e+01,-3.272605014810153756e-01,-5.778882983725886824e+00,-1.160307435987270708e+00,-6.831608653163797840e+00,2.943000000005356753e+01
1.440906817802967055e+01,-3.196087111015630811e-01,-5.806862844524697032e+00,-1.186188188355974393e+00,-6.800337886894648243e+00,2.943000000004155936e+01
1.441240206701116833e+01,-3.114920613922597115e-01,-5.835262342537940405e+00,-1.214390811039335327e+00,-6.766415539895651143e+00,2.943000000005601180e+01
1.441573595599266433e+01,-3.029007651228158848e-01,-5.864101336518466212e+00,-1.244751076670821632e+00,-6.730012056396169839e+00,2.943000000003731742e+01
1.441906984497416211e+01,-2.938255805742893689e-01,-5.893399399108098180e+00,-1.277060792578461168e+00,-6.691342217238847923e+00,2.943000000006001571e+01
1.442240373395565811e+01,-2.842581800832125194e-01,-5.923175346336671865e+00,-1.311060672749411626e+00,-6.650672281467284286e+00,2.943000000019076268e+01
1.442573762293715589e+01,-2.741916230206339344e-01,-5.953446625723091579e+00,-1.346432754764238293e+00,-6.608327579247993633e+00,2.942999999999432603e+01
1.442907151191865189e+01,-2.636209512477992734e-01,-5.984228537199813402e+00,-1.382792723378985178e+00,-6.564700192760169806e+00,2.943000000004412797e+01
1.443240540090014967e+01,-2.525439227309303480e-01,-6.015533263855717294e+00,-1.419682739529544602e+00,-6.520256124181460500e+00,2.943000000002940553e+01
1.443573928988164567e+01,-2.409618927888698137e-01,-6.047368697461723563e+00,-1.456565680429331433e+00,-6.475541042540657877e+00,2.943000000003947392e+01
1.443907317886314345e+01,-2.288808398792517018e-01,-6.079737060408738181e+00,-1.492822066127657665e+00,-6.431183331146069548e+00,2.943000000003792849e+01
1.444240706784463946e+01,-2.163125123961886775e-01,-6.112633353173541728e+00,-1.527751331964055659e+00,-6.387892772953924769e+00,2.943000000002763628e+01
1.444574095682613724e+01,-2.032756427213222306e-01,-6.146043697516261339e+00,-1.560579416068935465e+00,-6.346452901563008453e+00,2.943000000003868166e+01
1.444907484580763324e+01,-1.897971354670394128e-01,-6.179943699447922434e+00,-1.590474710791752511e+00,-6.307704966273419700e+00,2.943000000003550554e+01
1.445240873478913102e+01,-1.759130924476026148e-01,-6.214297017295607795e+00,-1.616574070228714133e+00,-6.272521817498952323e+00,2.943000000002759720e+01
1.445574262377062702e+01,-1.616694969933939185e-01,-6.249054375883007495e+00,-1.638019561396542700e+00,-6.241771025390205452e+00,2.943000000003866390e+01
1.445907651275212480e+01,-1.471223599797890913e-01,-6.284153297070237620e+00,-1.654004885593413521e+00,-6.216268308279110144e+00,2.943000000004583327e+01
1.446241040173362080e+01,-1.323371476221661402e-01,-6.319518794426894459e+00,-1.663828022513089477e+00,-6.196724724845264376e+00,2.943000000005345029e+01
1.446574429071511858e+01,-1.173873807253396628e-01,-6.355065186062530458e+00,-1.666944176140106704e+00,-6.183693560769620845e+00,2.943000000004134975e+01
1.446907817969661458e+01,-1.023524165561955912e-01,-6.390699014406290068e+00,-1.663011375552742033e+00,-6.177524569067384341e+00,2.943000000007082662e+01
1.447241206867811236e+01,-8.731457602651931937e-02,-6.426322854711689736e+00,-1.651921001738806849e+00,-6.178333306170324057e+00,2.943000000004819228e+01
1.447574595765960837e+01,-7.235591850796077584e-02,-6.461839602828936435e+00,-1.633807544746251450e+00,-6.185991271223104881e+00,2.943000000003889127e+01
1.447907984664110614e+01,-5.755504768780905084e-02,-6.497156721567911575e+00,-1.609035698437417672e+00,-6.200138749503210533e+00,2.943000000004927585e+01
1.448241373562260392e+01,-4.298432449209749900e-02,-6.532189935024592664e+00,-1.578167322351313517e+00,-6.220217833537097007e+00,2.943000000003048910e+01
1.448574762460409993e+01,-2.870777009132965268e-02,-6.566865987662009019e+00,-1.541914392259583932e+00,-6.245519498008095916e+00,2.943000000003869232e+01
1.448908151358559770e+01,-1.477979729305302706e-02,-6.601124282980072699e+00,-1.501085774461918376e+00,-6.275236886625992661e+00,2.943000000003679872e+01
1.449241540256709371e+01,-1.244759588369944575e-03,-6.634917420092435236e+00,-1.456535285223265808e+00,-6.308517340047179900e+00,2.943000000003240046e+01
1.449574929154859149e+01,1.186280693828321159e-02,-6.668210801520214837e+00,-1.409116603251934885e+00,-6.344507586656272125e+00,2.943000000003866035e+01
1.449908318053008749e+01,2.451743453217822971e-02,-6.700981567310878795e+00,-1.359648104126450319e+00,-6.382389017840379708e+00,2.943000000002967909e+01
1.450241706951158527e+01,3.670166377235543897e-02,-6.733217123383735014e+00,-1.308888387419494315e+00,-6.421402269375638738e+00,2.943000000003859284e+01
1.450575095849308127e+01,4.840484443244091189e-02,-6.764913497121188612e+00,-1.257521622785719329e+00,-6.460861977231331821e+00,2.943000000003998551e+01
1.450908484747457905e+01,5.962192754057965560e-02,-6.796073695608540355e+00,-1.206150945885282377e+00,-6.500163473597758035e+00,2.943000000003781835e+01
1.451241873645607505e+01,7.035233500611784430e-02,-6.826706181350080449e+00,-1.155297856666318568e+00,-6.538783469031405282e+00,2.943000000003612371e+01
1.451575262543757283e+01,8.059895518527616931e-02,-6.856823528336508211e+00,-1.105405696217623968e+00,-6.576276644202074806e+00,2.943000000003855021e+01
1.451908651441906883e+01,9.036728419109145427e-02,-6.886441282587162149e+00,-1.056845604130528748e+00,-6.612269749842558220e+00,2.943000000003573291e+01
1.452242040340056661e+01,9.966471362019516111e-02,-6.915577025606110873e+00,-1.009923742498385346e+00,-6.646454429794932395e+00,2.943000000003864614e+01
1.452575429238206262e+01,1.084999540503137072e-01,-6.944249624244511310e+00,-9.648889317100853846e-01,-6.678579623246158725e+00,2.943000000004576577e+01
1.452908818136356039e+01,1.168825780724808833e-01,-6.972478643324004466e+00,-9.219401393691121216e-01,-6.708444106113270244e+00,2.943000000003884509e+01
1.453242207034505640e+01,1.248226647998090660e-01,-7.000283895325650541e+00,-8.812334885049869504e-01,-6.735889506647911418e+00,2.943000000004673211e+01
1.453575595932655418e+01,1.323305282529917692e-01,-7.027685102434291231e+00,-8.428886110993151215e-01,-6.760793970355055471e+00,2.943000000003489092e+01
1.453908984830805018e+01,1.394165136702381347e-01,-7.054701648758976873e+00,-8.069942800979854614e-01,-6.783066542031191304e+00,2.943000000003882022e+01
1.454242373728954796e+01,1.460908479348984323e-01,-7.081352403689771258e+00,-7.736133208273160422e-01,-6.802642264840423003e+00,2.943000000003604200e+01
1.454575762627104396e+01,1.523635325525984352e-01,-7.107655600556094022e+00,-7.427868421810173150e-01,-6.819477956756609949e+00,2.943000000003835481e+01
1.454909151525254174e+01,1.582442696910996982e-01,-7.133628757697493938e+00,-7.145378485836062499e-01,-6.833548603946701050e+00,2.943000000003686978e+01
1.455242540423403774e+01,1.637424136464340207e-01,-7.159288631648131229e+00,-6.888743018977171451e-01,-6.844844302398019664e+00,2.943000000003813454e+01
1.455575929321553552e+01,1.688669416574112292e-01,-7.184651194304724875e+00,-6.657917031814599707e-01,-6.853367678267871632e+00,2.943000000003771888e+01
1.455909318219703152e+01,1.736264392879302287e-01,-7.209731627737924420e+00,-6.452752605280746012e-01,-6.859131721032671436e+00,2.943000000003721084e+01
1.456242707117852930e+01,1.780290966431411215e-01,-7.234544331743764545e+00,-6.273017033814334287e-01,-6.862157969291050819e+00,2.943000000003819494e+01
1.456576096016002531e+01,1.820827125271760882e-01,-7.259102940378443058e+00,-6.118407969578448791e-01,-6.862474995789731302e+00,2.943000000003621963e+01
1.456909484914152308e+01,1.857947043148077126e-01,-7.283420344620513909e+00,-5.988566035577332913e-01,-6.860117145046529252e+00,2.943000000003825178e+01
1.457242873812301909e+01,1.891721218315392250e-01,-7.307508719006310827e+00,-5.883085310709672555e-01,-6.855123483392999262e+00,2.943000000003811678e+01
1.457576262710451687e+01,1.922216639463237842e-01,-7.331379550632034281e+00,-5.801522030513242001e-01,-6.847536927160334130e+00,2.943000000003659977e+01
1.457909651608601287e+01,1.949496968958875365e-01,-7.355043669332871126e+00,-5.743401795183494807e-01,-6.837403519929750040e+00,2.943000000003829442e+01
1.458243040506751065e+01,1.973622736063151417e-01,-7.378511278173883525e+00,-5.708225530761472655e-01,-6.824771834319305341e+00,2.943000000003763716e+01
1.458576429404900665e+01,1.994651534657899961e-01,-7.401791983632092453e+00,-5.695474410205100257e-01,-6.809692477684884615e+00,2.943000000003723926e+01
1.458909818303050443e+01,2.012638221465130883e-01,-7.424894825035486257e+00,-5.704613907865468958e-01,-6.792217684421292923e+00,2.943000000003819849e+01
1.459243207201200043e+01,2.027635111852499894e-01,-7.447828302965638692e+00,-5.735097132605038173e-01,-6.772400980369498669e+00,2.943000000003749150e+01
1.459576596099349821e+01,2.039692171155662315e-01,-7.470600406436692431e+00,-5.786367561147301997e-01,-6.750296907194412555e+00,2.943000000003734229e+01
1.459909984997499599e+01,2.048857200084084340e-01,-7.493218638740944293e+00,-5.857861273424433968e-01,-6.725960796574646849e+00,2.943000000003818073e+01
1.460243373895649199e+01,2.055176013259821799e-01,-7.515690041910446872e+00,-5.949008775014524852e-01,-6.699448585708463355e+00,2.943000000003771888e+01
1.460576762793798977e+01,2.058692610292182368e-01,-7.538021219785788318e+00,-6.059236477925327158e-01,-6.670816667021576940e+00,2.943000000003685201e+01
1.460910151691948577e+01,2.059449339057996264e-01,-7.560218359713270608e+00,-6.187967899414884565e-01,-6.640121766115572477e+00,2.943000000003820915e+01
1.461243540590098355e+01,2.057487051049114446e-01,-7.582287252913626929e+00,-6.334624628875602514e-01,-6.607420842960689100e+00,2.943000000003795691e+01
1.461576929488247956e+01,2.052845248792375676e-01,-7.604233313579441322e+00,-6.498627104706872215e-01,-6.572771012145133263e+00,2.943000000003635463e+01
1.461910318386397734e+01,2.045562225437595472e-01,-7.626061596767913286e+00,-6.679395236455517582e-01,-6.536229478656916392e+00,2.943000000003781480e+01
1.462243707284547334e+01,2.035675196680586385e-01,-7.647776815160987951e+00,-6.876348901846158768e-01,-6.497853486239676180e+00,2.943000000003793559e+01
1.462577096182697112e+01,2.023220425237593489e-01,-7.669383354767814964e+00,-7.088908343522839495e-01,-6.457700275840228876e+00,2.943000000003755190e+01
1.462910485080846712e+01,2.008233338097067111e-01,-7.690885289644968204e+00,-7.316494486562187261e-01,-6.415827052047599288e+00,2.943000000003526395e+01
1.463243873978996490e+01,1.990748636808058469e-01,-7.712286395708881415e+00,-7.558529194296081943e-01,-6.372290955767481613e+00,2.943000000003708294e+01
1.463577262877146090e+01,1.970800401048724559e-01,-7.733590163713359722e+00,-7.814435477398566920e-01,-6.327149041642658567e+00,2.943000000003791072e+01
1.463910651775295868e+01,1.948422185739619450e-01,-7.754799811461483117e+00,-8.083637668540297749e-01,-6.280458258984218389e+00,2.943000000003712913e+01
1.464244040673445468e+01,1.923647111930317233e-01,-7.775918295319774742e+00,-8.365561573265093420e-01,-6.232275435157621502e+00,2.943000000003496552e+01
1.464577429571595246e+01,1.896507951705339867e-01,-7.796948321096543566e+00,-8.659634605718744549e-01,-6.182657260554694112e+00,2.943000000003193861e+01
1.464910818469744846e+01,1.867037207328264836e-01,-7.817892354345042705e+00,-8.965285916607362848e-01,-6.131660274420065448e+00,2.943000000003344852e+01
1.465244207367894624e+01,1.835267184828384968e-01,-7.838752630147579836e+00,-9.281946519512360716e-01,-6.079340850922796413e+00,2.943000000003651095e+01
1.465577596266044225e+01,1.801230062245947339e-01,-7.859531162429584050e+00,-9.609049420277492315e-01,-6.025755184991634650e+00,2.943000000003712557e+01
1.465910985164194003e+01,1.764957952699832133e-01,-7.880229752857168535e+00,-9.946029753878039559e-01,-5.970959277492736028e+00,2.943000000003701899e+01
1.466244374062343603e+01,1.726482962465903936e-01,-7.900849999358422693e+00,-1.029232493178472430e+00,-5.915008919437636514e+00,2.943000000003670991e+01
1.466577762960493381e+01,1.685837244228707010e-01,-7.921393304310869077e+00,-1.064737480236427558e+00,-5.857959674971071173e+00,2.943000000003394945e+01
1.466911151858642981e+01,1.643053045660355926e-01,-7.941860882434391478e+00,-1.101062182635097031e+00,-5.799866862943866330e+00,2.943000000003107886e+01
1.467244540756792759e+01,1.598162753471909225e-01,-7.962253768421271971e+00,-1.138151126858415907e+00,-5.740785536945887557e+00,2.943000000003721794e+01
1.467577929654942359e+01,1.551198933080270848e-01,-7.982572824334736694e+00,-1.175949140694045658e+00,-5.680770463708190832e+00,2.943000000003718242e+01
1.467911318553092137e+01,1.502194364024985185e-01,-8.002818746808271655e+00,-1.214401375897869118e+00,-5.619876099836956129e+00,2.943000000003817718e+01
1.468244707451241737e+01,1.451182071262494266e-01,-8.022992074064276835e+00,-1.253453332619888672e+00,-5.558156566873752702e+00,2.943000000003858929e+01
1.468578096349391515e+01,1.398195352467992980e-01,-8.043093192779220857e+00,-1.293050885571797703e+00,-5.495665624715695863e+00,2.943000000003292982e+01
1.468911485247541115e+01,1.343267801471733358e-01,-8.063122344813772102e+00,-1.333140311873889816e+00,-5.432456643457439505e+00,2.943000000003330285e+01
1.469244874145690893e+01,1.286433327943394545e-01,-8.083079633822597643e+00,-1.373668320489768613e+00,-5.368582573743170272e+00,2.943000000003760164e+01
1.469578263043840494e+01,1.227726173460897408e-01,-8.102965031761881320e+00,-1.414582083143520519e+00,-5.304095915742284895e+00,2.943000000003759808e+01
1.469911651941990272e+01,1.167180924083389137e-01,-8.122778385305952753e+00,-1.455829266584819370e+00,-5.239048686882243899e+00,2.943000000004172989e+01
1.470245040840139872e+01,1.104832519546726927e-01,-8.142519422180550137e+00,-1.497358066048381398e+00,-5.173492388489554727e+00,2.943000000004258254e+01
1.470578429738289650e+01,1.040716259219763018e-01,-8.162187757424881340e+00,-1.539117239747445076e+00,-5.107477971505432812e+00,2.943000000002928118e+01
1.470911818636439250e+01,9.748678049494198528e-02,-8.181782899587515701e+00,-1.581056144220232440e+00,-5.041055801456678864e+00,2.943000000002495753e+01
1.471245207534589028e+01,9.073231809128740055e-02,-8.201304256856722930e+00,-1.623124770335022893e+00,-4.974275622869925861e+00,2.943000000003756611e+01
1.471578596432738806e+01,8.381187706257622883e-02,-8.220751143132428496e+00,-1.665273779762808992e+00,-4.907186523326486416e+00,2.943000000003942773e+01
1.471911985330888406e+01,7.672913112525370227e-02,-8.240122784043039772e+00,-1.707454541715372365e+00,-4.839836897362506996e+00,2.943000000004340322e+01
1.472245374229038184e+01,6.948778853338541395e-02,-8.259418322899996667e+00,-1.749619169735600277e+00,-4.772274410415343837e+00,2.943000000006087191e+01
1.472578763127187784e+01,6.209159100947432564e-02,-8.278636826591647235e+00,-1.791720558331315383e+00,-4.704545963028816224e+00,2.943000000005870476e+01
1.472912152025337562e+01,5.454431244771949794e-02,-8.297777291419395240e+00,-1.833712419257793602e+00,-4.636697655516945460e+00,2.943000000001718064e+01
1.473245540923487162e+01,4.684975740457466425e-02,-8.316838648868003503e+00,-1.875549317237859004e+00,-4.568774753289202017e+00,2.942999999998892235e+01
1.473578929821636940e+01,3.901175939095672535e-02,-8.335819771300243985e+00,-1.917186704906541861e+00,-4.500821653038167725e+00,2.943000000002972882e+01
1.473912318719786541e+01,3.103417898140918563e-02,-8.354719477571491026e+00,-1.958580956781950544e+00,-4.432881849985987444e+00,2.943000000003694083e+01
1.474245707617936318e+01,2.292090175834563676e-02,-8.373536538583467248e+00,-1.999689402141403782e+00,-4.364997906343892176e+00,2.943000000003737426e+01
1.474579096516085919e+01,1.467583610271331468e-02,-8.392269682731003044e+00,-2.040470356532064322e+00,-4.297211421191843073e+00,2.943000000003942063e+01
1.474912485414235697e+01,6.302910849262391424e-03,-8.410917601261385101e+00,-2.080883151809667542e+00,-4.229563001918048570e+00,2.943000000003619476e+01
1.475245874312385297e+01,-2.193927179056164023e-03,-8.429478953533648067e+00,-2.120888164540557064e+00,-4.162092237370859316e+00,2.943000000003202388e+01
1.475579263210535075e+01,-1.081071574200098868e-02,-8.447952372168415991e+00,-2.160446842620994623e+00,-4.094837672858002264e+00,2.943000000003666372e+01
1.475912652108684675e+01,-1.954347984284195150e-02,-8.466336468080722710e+00,-2.199521729982576002e+00,-4.027836787118416417e+00,2.943000000003681293e+01
1.476246041006834453e+01,-2.838823446525210945e-02,-8.484629835394546404e+00,-2.238076489293311155e+00,-3.961125971359932052e+00,2.943000000003781125e+01
1.476579429904984053e+01,-3.734098737015519032e-02,-8.502831056224001927e+00,-2.276075922529951612e+00,-3.894740510466816907e+00,2.943000000003869943e+01
1.476912818803133831e+01,-4.639774193934886187e-02,-8.520938705319965223e+00,-2.313485989358173178e+00,-3.828714566442215972e+00,2.943000000003459604e+01
1.477246207701283431e+01,-5.555450005200808505e-02,-8.538951354574690455e+00,-2.350273823252726046e+00,-3.763081164145587909e+00,2.943000000003356575e+01
1.477579596599433209e+01,-6.480726497979283351e-02,-8.556867577375813383e+00,-2.386407745298372518e+00,-3.697872179369803280e+00,2.943000000003678807e+01
1.477912985497582810e+01,-7.415204428847263496e-02,-8.574685952806497369e+00,-2.421857275644075713e+00,-3.633118329283949510e+00,2.943000000003675609e+01
1.478246374395732587e+01,-8.358485273433846618e-02,-8.592405069687631070e+00,-2.456593142598068713e+00,-3.568849165247202304e+00,2.943000000003775085e+01
1.478579763293882188e+01,-9.310171514195628162e-02,-8.610023530453119633e+00,-2.490587289341157362e+00,-3.505093068000084244e+00,2.943000000003708649e+01
1.478913152192031966e+01,-1.026986692539965940e-01,-8.627539954858461257e+00,-2.523812878284418026e+00,-3.441877245206997227e+00,2.943000000003423366e+01
1.479246541090181566e+01,-1.123717685419886037e-01,-8.644952983517157463e+00,-2.556244293088701713e+00,-3.379227731321098105e+00,2.943000000003626226e+01
1.479579929988331344e+01,-1.221170849674475534e-01,-8.662261281260724033e+00,-2.587857138374213495e+00,-3.317169389730209250e+00,2.943000000003678451e+01
1.479913318886480944e+01,-1.319307116866180185e-01,-8.679463540323972381e+00,-2.618628237186196639e+00,-3.255725917120763757e+00,2.943000000003699768e+01
1.480246707784630722e+01,-1.418087656884791659e-01,-8.696558483349994262e+00,-2.648535626258705200e+00,-3.194919849998655970e+00,2.943000000003804928e+01
1.480580096682780322e+01,-1.517473903591995965e-01,-8.713544866215425344e+00,-2.677558549152287526e+00,-3.134772573288014730e+00,2.943000000003623029e+01
1.480913485580930100e+01,-1.617427579670675242e-01,-8.730421480676550772e+00,-2.705677447347460074e+00,-3.075304330920350715e+00,2.943000000003328154e+01
1.481246874479079700e+01,-1.717910720608186170e-01,-8.747187156834943522e+00,-2.732873949374788225e+00,-3.016534238322257089e+00,2.943000000003644701e+01
1.481580263377229478e+01,-1.818885697753085673e-01,-8.763840765422832746e+00,-2.759130858069063663e+00,-2.958480296703666301e+00,2.943000000003673478e+01
1.481913652275379079e+01,-1.920315240431258452e-01,-8.780381219913660829e+00,-2.784432136067149788e+00,-2.901159409033805758e+00,2.943000000003687688e+01
1.482247041173528856e+01,-2.022162457045261208e-01,-8.796807478454768514e+00,-2.808762889629573323e+00,-2.844587397602232670e+00,2.943000000003771532e+01
1.482580430071678457e+01,-2.124390855142583578e-01,-8.813118545627480316e+00,-2.832109350905662737e+00,-2.788779023047862182e+00,2.943000000003645056e+01
1.482913818969828235e+01,-2.226964360430906398e-01,-8.829313474037620679e+00,-2.854458858753827322e+00,-2.733748004738922877e+00,2.943000000003313232e+01
1.483247207867977835e+01,-2.329847334713473495e-01,-8.845391365739049050e+00,-2.875799838225377769e+00,-2.679507042388263649e+00,2.943000000003486605e+01
1.483580596766127613e+01,-2.433004592719464065e-01,-8.861351373493203454e+00,-2.896121778819626513e+00,-2.626067838786742215e+00,2.943000000003669214e+01
1.483913985664277391e+01,-2.536401417849446505e-01,-8.877192701871591041e+00,-2.915415211638114457e+00,-2.573441123534352393e+00,2.943000000003657846e+01
1.484247374562426991e+01,-2.640003576813729214e-01,-8.892914608203581039e+00,-2.933671685540608642e+00,-2.521636677653845027e+00,2.943000000003690531e+01
1.484580763460576769e+01,-2.743777333161968035e-01,-8.908516403374351356e+00,-2.950883742412071964e+00,-2.470663358974273027e+00,2.943000000003687688e+01
1.484914152358726369e+01,-2.847689459722686500e-01,-8.923997452479110137e+00,-2.967044891657519390e+00,-2.420529128169549793e+00,2.943000000003475236e+01
1.485247541256876147e+01,-2.951707249962512991e-01,-8.939357175338624728e+00,-2.982149584029285538e+00,-2.371241075343669014e+00,2.943000000003279837e+01
1.485580930155025747e+01,-3.055798528270508574e-01,-8.954595046880831077e+00,-2.996193184885878047e+00,-2.322805447059781425e+00,2.943000000003587502e+01
1.485914319053175525e+01,-3.159931659181862695e-01,-8.969710597394238150e+00,-3.009171946983265400e+00,-2.275227673709259602e+00,2.943000000003648253e+01
1.486247707951325125e+01,-3.264075555592113598e-01,-8.984703412660653754e+00,-3.021082982904720993e+00,-2.228512397125280486e+00,2.943000000003643990e+01
1.486581096849474903e+01,-3.368199685949172517e-01,-8.999573133970358185e+00,-3.031924237207834771e+00,-2.182663498347815256e+00,2.943000000003612371e+01
1.486914485747624504e+01,-3.472274080466603574e-01,-9.014319458027044263e+00,-3.041694458380657107e+00,-2.137684125456655426e+00,2.943000000003545580e+01
